"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"46",46,FALSE,"",1e+07,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","11861","tt0113347","en","How To Make An American Quilt","Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.","4.485958","/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg","Universal Pictures","Amblin Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-06,23574130,116,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","There's beauty in the patterns of life.","How To Make An American Quilt",FALSE,6.5,38,13574130,"11861"
"47",47,FALSE,"",3.3e+07,"Crime","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"http://www.sevenmovie.com/","807","tt0114369","en","Se7en","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","18.45743","/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg","New Line Cinema","Juno Pix","Cecchi Gori Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-22,327311859,127,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Seven deadly sins. Seven ways to die.","Se7en",FALSE,8.1,5915,294311859,"807"
"48",48,FALSE,"Pocahontas Collection",5.5e+07,"Adventure","Animation","Drama","Family",NA,NA,NA,NA,NA,NA,"","10530","tt0114148","en","Pocahontas","History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.","13.280069","/qk95miOV8wDABbO5gyCpCrvbVFu.jpg","Walt Disney Pictures","Walt Disney Feature Animation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-06-14,346079773,81,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","An American legend comes to life.","Pocahontas",FALSE,6.7,1509,291079773,"10530"
"50",50,FALSE,"",6e+06,"Drama","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,"http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects","629","tt0114814","en","The Usual Suspects","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","16.302466","/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg","Blue Parrot Productions","Bad Hat Harry Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-07-19,23341568,106,"Español"," English"," Français"," Magyar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Five Criminals. One Line Up. No Coincidence.","The Usual Suspects",FALSE,8.1,3334,17341568,"629"
"52",52,FALSE,"",1.5e+07,"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","11448","tt0113819","en","Mighty Aphrodite","When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","15.899134","/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg","Miramax Films","Magnolia Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-13,6700000,95,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Mighty Aphrodite",FALSE,6.7,145,-8300000,"11448"
"69",69,FALSE,"Friday Collection",3500000,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.newline.com/properties/friday.html","10634","tt0113118","en","Friday","Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","14.56965","/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg","New Line Cinema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-04-26,28215918,91,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A lot can go down between thursday and saturday...","Friday",FALSE,7,513,24715918,"10634"
"70",70,FALSE,"From Dusk Till Dawn Collection",1.9e+07,"Horror","Action","Thriller","Crime",NA,NA,NA,NA,NA,NA,"http://www.miramax.com/movie/from-dusk-till-dawn/","755","tt0116367","en","From Dusk Till Dawn","Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","15.339153","/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg","A Band Apart","Dimension Films","Los Hooligans Productions","Miramax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-01-19,25836616,108,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","One night is all that stands between them and freedom. But it's going to be a hell of a night.","From Dusk Till Dawn",FALSE,6.9,1644,6836616,"755"
"71",71,FALSE,"",5e+07,"Action","Thriller","Romance",NA,NA,NA,NA,NA,NA,NA,"","11859","tt0113010","en","Fair Game","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her","5.912223","/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg","Silver Pictures","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-11-03,11534477,91,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...","Fair Game",FALSE,4.1,54,-38465523,"11859"
"75",75,FALSE,"",1.5e+07,"Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,"","36929","tt0115676","en","Big Bully","A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.","2.936443","/wtFekK9VKWujQW9R9c6sYbir6wm.jpg","Warner Bros.","Morgan Creek Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-01-26,2042530,90,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A comedy for the kid in all of us.","Big Bully",FALSE,3.9,16,-12957470,"36929"
"76",76,FALSE,"Screamers Collection",2e+07,"Horror","Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"","9102","tt0114367","en","Screamers","(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.","12.758848","/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg","The Movie Network (TMN)","Allegro Films","Fuji Eight Company Ltd.","Fries Film Group","Super Ecran","Triumph Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada"," Japan"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-08,5781885,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The last scream you hear will be your own.","Screamers",FALSE,6.1,154,-14218115,"9102"
"81",81,FALSE,"",8e+06,"Drama","Crime",NA,NA,NA,NA,NA,NA,NA,NA,"","400","tt0114660","en","Things to Do in Denver When You're Dead","A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”","4.486179","/ysKIolKO0376Nl5DV1fDAAPudEq.jpg","Miramax Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-12-01,529766,116,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Protect. Love. Honor. Avenge.","Things to Do in Denver When You're Dead",FALSE,6.7,87,-7470234,"400"
"86",86,FALSE,"",3.8e+07,"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","10534","tt0118158","en","White Squall","Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.","9.568604","/3a5nomeyzJF4gG26HouCtce99ki.jpg","Hollywood Pictures","Largo Entertainment","Scott Free Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-02,10300000,129,"Dansk"," English"," Français"," Deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","White Squall",FALSE,6.3,86,-27700000,"10534"
"89",89,FALSE,"",8169363,"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,"","2086","tt0113972","en","Nick of Time","Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.","6.848591","/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg","Paramount Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-11-22,8175346,90,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Nick of Time",FALSE,6.1,190,5983,"2086"
"91",91,FALSE,"",4.7e+07,"Drama","Horror","Thriller","Romance",NA,NA,NA,NA,NA,NA,"","9095","tt0117002","en","Mary Reilly","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","12.866139","/Oesh4pN5J2ing4flkgkiVdxILP.jpg","TriStar Pictures","NFH Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-23,12379402,104,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The untold story of Jekyll and Hyde","Mary Reilly",FALSE,5.7,77,-34620598,"9095"
"92",92,FALSE,"",1.4e+07,"Comedy","Horror","Romance",NA,NA,NA,NA,NA,NA,NA,"","12158","tt0114825","en","Vampire in Brooklyn","Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.","9.071127","/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg","Paramount Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-26,19800000,100,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A comic tale of horror and seduction.","Vampire in Brooklyn",FALSE,4.5,113,5800000,"12158"
"94",94,FALSE,"",5e+07,"Action","Adventure","Drama","Thriller",NA,NA,NA,NA,NA,NA,"","9208","tt0115759","en","Broken Arrow","When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","14.957626","/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg","Twentieth Century Fox Film Corporation","WCG Entertainment Productions","Mark Gordon Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-09,150270147,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Prepare to Go Ballistic.","Broken Arrow",FALSE,5.7,459,100270147,"9208"
"100",100,FALSE,"",7e+06,"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,"","13685","tt0115734","en","Bottle Rocket","Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","6.904831","/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg","Gracie Films","Columbia Pictures Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-21,560069,91,"Español"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","They're not really criminals, but everyone's got to have a dream.","Bottle Rocket",FALSE,6.8,285,-6439931,"13685"
"103",103,FALSE,"",1.2e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9614","tt0116483","en","Happy Gilmore","Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.","9.592265","/pG5edeKkntnt5A799Y0UNI5hi9W.jpg","Universal Pictures","Brillstein-Grey Entertainment","Robert Simonds Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-16,41205099,92,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He doesn't play golf... he destroys it.","Happy Gilmore",FALSE,6.5,767,29205099,"9614"
"104",104,FALSE,"",2.4e+07,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","688","tt0112579","en","The Bridges of Madison County","Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.","5.951077","/czRuGEx9Yhnh6nApirTLPToxHNu.jpg","Amblin Entertainment","Malpaso Productions","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-05-28,182016617,135,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...","The Bridges of Madison County",FALSE,7.3,397,158016617,"688"
"109",109,FALSE,"",7.2e+07,"Action","Drama","History","War",NA,NA,NA,NA,NA,NA,"","197","tt0112573","en","Braveheart","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","20.755149","/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg","Icon Entertainment International","The Ladd Company","B.H. Finance C.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-05-24,2.1e+08,177,"English"," Français"," Latin"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Every man dies. Not every man truly lives.","Braveheart",FALSE,7.7,3404,1.38e+08,"197"
"118",118,FALSE,"",2.5e+07,"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","78406","tt0114536","en","Steal Big Steal Little","Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.","1.522412","/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg","Savoy Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-29,6278139,113,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Two brothers. One fortune. Zero chance they'll share it.","Steal Big Steal Little",FALSE,5.1,7,-18721861,"78406"
"121",121,FALSE,"",4e+07,"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","11066","tt0103859","en","Boomerang","Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.","6.506983","/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg","Paramount Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-06-30,70100000,117,"Français"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A Player Who's About to be Played.","Boomerang",FALSE,5.4,139,30100000,"11066"
"124",124,FALSE,"",7e+06,"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","2074","tt0116324","en","Flirting with Disaster","Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).","5.579088","/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg","Miramax Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-03-22,14702438,92,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A comedy about sex, love, family and other accidents waiting to happen.","Flirting with Disaster",FALSE,6.3,66,7702438,"2074"
"131",131,FALSE,"",5e+07,"Action","Thriller","Mystery","Romance",NA,NA,NA,NA,NA,NA,"","11863","tt0113451","en","Jade","Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.","11.418917","/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg","Paramount Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-13,9851610,95,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Some fantasies go too far.","Jade",FALSE,5.1,45,-40148390,"11863"
"140",140,FALSE,"",3.1e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","11000","tt0115685","en","The Birdcage","A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.","6.49968","/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg","United Artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-03-08,185260553,117,"English"," Français",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Come as you are.","The Birdcage",FALSE,6.7,303,154260553,"11000"
